question,expected_document,hit,correct_rank,top_result,returned_paths,method
"Does this role require me to be based in one of the offices full-time, or can I work from home?",roles/delivery_director.md,0,,benefits/work_ready.md,"[""benefits/work_ready.md"", ""benefits/hybrid_working.md"", ""roles/senior_user_researcher.md"", ""guides/onboarding.md"", ""benefits/flexible_working.md""]",rerank_hybrid_0.8
What kind of mentorship or support am I expected to provide to the Delivery Managers in my team?,roles/delivery_director.md,0,,roles/associate_delivery_manager.md,"[""roles/associate_delivery_manager.md"", ""roles/mid_delivery_manager.md"", ""roles/principal_delivery_manager.md"", ""roles/lead_delivery_manager.md"", ""roles/senior_delivery_manager.md""]",rerank_hybrid_0.8
How does the company determine the salary for this position since I don't see it listed here?,roles/delivery_director.md,0,,roles/README.md,"[""roles/README.md"", ""guides/hiring/referral_policy.md"", ""guides/compensation/salary_reviews.md"", ""roles/delivery_support_analyst.md"", ""guides/compensation/salary_pay_slips.md""]",rerank_hybrid_0.8
Where can I find the salary info for this role since it's not listed here?,roles/delivery_support_analyst.md,1,2.0,roles/README.md,"[""roles/README.md"", ""roles/delivery_support_analyst.md"", ""roles/senior_user_researcher.md"", ""roles/lead_designer.md"", ""roles/sfia (legacy)/delivery_support_analyst.md""]",rerank_hybrid_0.8
"Am I expected to have all the listed skills already, or is there room to grow?",roles/delivery_support_analyst.md,0,,guides/mentorship/mentors/README.md,"[""guides/mentorship/mentors/README.md"", ""roles/associate_software_engineer.md"", ""guides/mentorship/README.md"", ""roles/README.md"", ""guides/learning/README.md""]",rerank_hybrid_0.8
Which specific UK office locations can I work from under the hybrid policy?,roles/delivery_support_analyst.md,1,3.0,roles/mid_content_designer.md,"[""roles/mid_content_designer.md"", ""benefits/hybrid_working.md"", ""roles/delivery_support_analyst.md"", ""roles/sfia (legacy)/delivery_support_analyst.md"", ""roles/senior_user_researcher.md""]",rerank_hybrid_0.8
Do I need to be a Certified ScrumMaster to apply for this job?,roles/delivery_support_analyst.md,0,,guides/security/security_clearance_guidance.md,"[""guides/security/security_clearance_guidance.md"", ""roles/mid_delivery_manager.md"", ""guides/line-management/promotions.md"", ""guides/mentorship/mentors/README.md"", ""guides/it/laptop_security.md""]",rerank_hybrid_0.8
How does my role actually help the Delivery Managers save time during their day?,roles/delivery_support_analyst.md,0,,roles/mid_delivery_manager.md,"[""roles/mid_delivery_manager.md"", ""roles/associate_delivery_manager.md"", ""roles/principal_delivery_manager.md"", ""roles/senior_delivery_manager.md"", ""roles/lead_delivery_manager.md""]",rerank_hybrid_0.8
Who exactly will I be reporting to in this role?,roles/finance_business_partner.md,0,,roles/practice_head_application_platform_support.md,"[""roles/practice_head_application_platform_support.md"", ""roles/lead_product_manager.md"", ""guides/line-management/README.md"", ""guides/policy/whistleblowing_policy.md"", ""roles/delivery_director.md""]",rerank_hybrid_0.8
Do I need to be proficient in any specific software for the financial modeling part of the job?,roles/finance_business_partner.md,1,4.0,roles/sfia (legacy)/academy_software_engineer.md,"[""roles/sfia (legacy)/academy_software_engineer.md"", ""roles/associate_software_engineer.md"", ""roles/associate_delivery_manager.md"", ""roles/finance_business_partner.md"", ""roles/senior_software_engineer.md""]",rerank_hybrid_0.8
How often am I expected to actually show up in one of the offices?,roles/finance_business_partner.md,0,,guides/line-management/121s.md,"[""guides/line-management/121s.md"", ""benefits/lunchers.md"", ""benefits/getting_together.md"", ""benefits/hybrid_working.md"", ""benefits/flexible_working.md""]",rerank_hybrid_0.8
Is having an accounting qualification like ACA or CIMA an absolute must for this position?,roles/finance_business_partner.md,0,,guides/process/people/capability_procedure.md,"[""guides/process/people/capability_procedure.md"", ""roles/Associate Business Analyst.md"", ""roles/principal_business_analyst.md"", ""roles/associate_product_manager.md"", ""benefits/work_ready.md""]",rerank_hybrid_0.8
Are there specific tools like Salesforce or Kimble that I should already know how to use?,roles/finance_business_partner.md,0,,guides/it/software_licenses.md,"[""guides/it/software_licenses.md"", ""guides/it/docker.md"", ""roles/principal_data_engineer.md"", ""roles/associate_software_engineer.md"", ""guides/security/device_profiles.md""]",rerank_hybrid_0.8
Who does the Head of Delivery Management report to in the company?,roles/head_of_delivery_management.md,1,1.0,roles/head_of_delivery_management.md,"[""roles/head_of_delivery_management.md"", ""roles/delivery_director.md"", ""roles/practice_head_application_platform_support.md"", ""roles/mid_delivery_manager.md"", ""roles/lead_product_manager.md""]",rerank_hybrid_0.8
What should be done with bench time to help the business?,roles/head_of_delivery_management.md,0,,roles/head_of_service_line.md,"[""roles/head_of_service_line.md"", ""guides/chalet_time_policy.md"", ""guides/process/scheduling/how_scheduling_works.md"", ""guides/welfare/raising_an_issue.md"", ""guides/it/slack.md""]",rerank_hybrid_0.8
At what SFIA level does this role need to operate?,roles/head_of_delivery_management.md,0,,roles/sfia (legacy)/junior_delivery_manager.md,"[""roles/sfia (legacy)/junior_delivery_manager.md"", ""roles/sfia (legacy)/lead_software_engineer.md"", ""roles/sfia (legacy)/associate_software_engineer.md"", ""roles/sfia (legacy)/team_assistant.md"", ""roles/sfia (legacy)/senior_software_engineer.md""]",rerank_hybrid_0.8
Where can I find the specific salary range for this position?,roles/head_of_delivery_management.md,0,,roles/delivery_support_analyst.md,"[""roles/delivery_support_analyst.md"", ""roles/lead_designer.md"", ""roles/README.md"", ""roles/sfia (legacy)/delivery_support_analyst.md"", ""roles/senior_user_researcher.md""]",rerank_hybrid_0.8
How often do I need to report on delivery quality and risks to the Executive Committee?,roles/head_of_delivery_management.md,1,3.0,team-norms/development_practices.md,"[""team-norms/development_practices.md"", ""guides/line-management/121s.md"", ""roles/head_of_delivery_management.md"", ""team-norms/delivery_healthcheck.md"", ""roles/principal_delivery_manager.md""]",rerank_hybrid_0.8
Who does the Head of Managed Services report to directly?,roles/head_of_managed_services.md,1,2.0,roles/practice_head_application_platform_support.md,"[""roles/practice_head_application_platform_support.md"", ""roles/head_of_managed_services.md"", ""guides/line-management/README.md"", ""roles/practice_head_business_analysis_change.md"", ""roles/head_of_service_line.md""]",rerank_hybrid_0.8
What specific metrics am I responsible for as the leader of this practice?,roles/head_of_managed_services.md,0,,roles/practice_head_application_platform_support.md,"[""roles/practice_head_application_platform_support.md"", ""roles/practice_head_business_analysis_change.md"", ""roles/principal_business_analyst.md"", ""roles/principal_product_manager.md"", ""roles/senior_user_researcher.md""]",rerank_hybrid_0.8
"Are there specific offices I'm expected to work from, or is it fully remote?",roles/head_of_managed_services.md,0,,roles/mid_user_researcher.md,"[""roles/mid_user_researcher.md"", ""roles/lead_user_researcher.md"", ""roles/senior_user_researcher.md"", ""roles/mid_designer.md"", ""roles/associate_designer.md""]",rerank_hybrid_0.8
Does this role involve managing a budget or a specific cost-centre?,roles/head_of_managed_services.md,0,,roles/mid_delivery_manager.md,"[""roles/mid_delivery_manager.md"", ""roles/senior_delivery_manager.md"", ""roles/sfia (legacy)/team_assistant.md"", ""roles/finance_business_partner.md"", ""roles/delivery_support_analyst.md""]",rerank_hybrid_0.8
Will I be collaborating with other practice heads to help grow the business?,roles/head_of_managed_services.md,1,3.0,roles/practice_head_business_analysis_change.md,"[""roles/practice_head_business_analysis_change.md"", ""roles/head_of_service_line.md"", ""roles/head_of_managed_services.md"", ""roles/head_of_delivery_management.md"", ""roles/finance_business_partner.md""]",rerank_hybrid_0.8
Who do I report to if I land a Head of Service Line role?,roles/head_of_service_line.md,1,2.0,roles/practice_head_application_platform_support.md,"[""roles/practice_head_application_platform_support.md"", ""roles/head_of_service_line.md"", ""guides/line-management/README.md"", ""guides/line-management/promotions.md"", ""roles/senior_application_support_engineer.md""]",rerank_hybrid_0.8
What should I be focusing on when my team is sitting on the bench?,roles/head_of_service_line.md,0,,team-norms/delivery_standards.md,"[""team-norms/delivery_standards.md"", ""guides/welfare/state_of_mind.md"", ""guides/it/slack.md"", ""guides/welfare/leave-and-time-off.md"", ""guides/line-management/performance.md""]",rerank_hybrid_0.8
How does the company handle salary information for this position?,roles/head_of_service_line.md,0,,roles/delivery_support_analyst.md,"[""roles/delivery_support_analyst.md"", ""roles/sfia (legacy)/delivery_support_analyst.md"", ""guides/hiring/referral_policy.md"", ""guides/compensation/salary_reviews.md"", ""roles/README.md""]",rerank_hybrid_0.8
Am I expected to be in the office every day or is it mostly remote?,roles/head_of_service_line.md,0,,roles/lead_user_researcher.md,"[""roles/lead_user_researcher.md"", ""roles/mid_designer.md"", ""roles/mid_user_researcher.md"", ""roles/lead_designer.md"", ""roles/associate_designer.md""]",rerank_hybrid_0.8
Who should I reach out to if I have more questions about the application process?,roles/head_of_service_line.md,0,,guides/line-management/promotions.md,"[""guides/line-management/promotions.md"", ""guides/onboarding.md"", ""guides/mentorship/mentors/README.md"", ""roles/mid_application_support_engineer.md"", ""guides/Relocation.md""]",rerank_hybrid_0.8
Who exactly do I report to once I start this Lead Bid Manager role?,roles/lead_bid_manager.md,1,1.0,roles/lead_bid_manager.md,"[""roles/lead_bid_manager.md"", ""roles/lead_product_manager.md"", ""roles/lead_delivery_manager.md"", ""guides/line-management/README.md"", ""roles/practice_head_application_platform_support.md""]",rerank_hybrid_0.8
"Am I expected to work from a specific office hub, or is hybrid work flexible?",roles/lead_bid_manager.md,0,,benefits/hybrid_working.md,"[""benefits/hybrid_working.md"", ""benefits/flexible_working.md"", ""benefits/work_ready.md"", ""roles/mid_content_designer.md"", ""roles/sfia (legacy)/delivery_support_analyst.md""]",rerank_hybrid_0.8
How do you determine the salary for this position since it's not listed here?,roles/lead_bid_manager.md,0,,roles/README.md,"[""roles/README.md"", ""guides/hiring/referral_policy.md"", ""guides/compensation/salary_pay_slips.md"", ""guides/compensation/salary_reviews.md"", ""benefits/income_protection_and_life_insurance.md""]",rerank_hybrid_0.8
Is there a specific way I should handle the retrospectives to help improve our future bidding processes?,roles/lead_bid_manager.md,1,2.0,team-norms/retrospectives.md,"[""team-norms/retrospectives.md"", ""roles/lead_bid_manager.md"", ""guides/line-management/annual_reviews.md"", ""roles/senior_data_analyst.md"", ""roles/senior_product_manager.md""]",rerank_hybrid_0.8
What are the main metrics used to track if I am being successful in this job?,roles/lead_bid_manager.md,0,,roles/head_of_service_line.md,"[""roles/head_of_service_line.md"", ""guides/line-management/performance.md"", ""roles/lead_delivery_manager.md"", ""guides/hiring/referral_policy.md"", ""roles/head_of_delivery_management.md""]",rerank_hybrid_0.8
Does this role require me to handle multiple products or services at once?,roles/lead_business_analyst.md,1,2.0,roles/lead_product_manager.md,"[""roles/lead_product_manager.md"", ""roles/lead_business_analyst.md"", ""roles/sfia (legacy)/senior_delivery_manager.md"", ""roles/associate_product_manager.md"", ""roles/senior_product_manager.md""]",rerank_hybrid_0.8
Am I expected to pick between agile and plan-driven methodologies depending on the project?,roles/lead_business_analyst.md,0,,roles/senior_delivery_manager.md,"[""roles/senior_delivery_manager.md"", ""team-norms/delivery_standards.md"", ""team-norms/README.md"", ""roles/mid_delivery_manager.md"", ""communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md""]",rerank_hybrid_0.8
How does a Lead BA contribute to the company's sales or growth efforts?,roles/lead_business_analyst.md,1,3.0,roles/practice_head_business_analysis_change.md,"[""roles/practice_head_business_analysis_change.md"", ""roles/finance_business_partner.md"", ""roles/lead_business_analyst.md"", ""roles/lead_bid_manager.md"", ""roles/sfia (legacy)/lead_user_researcher.md""]",rerank_hybrid_0.8
What specific professional behavior frameworks should I be familiar with for this position?,roles/lead_business_analyst.md,0,,roles/practice_head_business_analysis_change.md,"[""roles/practice_head_business_analysis_change.md"", ""roles/sfia (legacy)/associate_designer.md"", ""roles/principal_ucp.md"", ""roles/sfia (legacy)/senior_user_researcher.md"", ""roles/practice_head_application_platform_support.md""]",rerank_hybrid_0.8
"Do I need to be based in a city with an office, or is remote work the standard expectation?",roles/lead_business_analyst.md,0,,roles/mid_designer.md,"[""roles/mid_designer.md"", ""roles/mid_user_researcher.md"", ""roles/lead_user_researcher.md"", ""roles/associate_designer.md"", ""roles/senior_content_designer.md""]",rerank_hybrid_0.8
"Since I am mainly working from home, how often should I expect to travel to one of the physical office locations?",roles/lead_content_designer.md,0,,benefits/hybrid_working.md,"[""benefits/hybrid_working.md"", ""benefits/flexible_working.md"", ""guides/security/office_visitors.md"", ""benefits/work_ready.md"", ""guides/line-management/121s.md""]",rerank_hybrid_0.8
Am I going to be expected to handle line management responsibilities for junior designers?,roles/lead_content_designer.md,0,,guides/line-management/annual_reviews.md,"[""guides/line-management/annual_reviews.md"", ""guides/line-management/README.md"", ""roles/sfia (legacy)/senior_designer.md"", ""roles/sfia (legacy)/junior_delivery_manager.md"", ""roles/senior_product_manager.md""]",rerank_hybrid_0.8
Does this position require me to help the sales department with reviewing upcoming project bids?,roles/lead_content_designer.md,0,,roles/lead_bid_manager.md,"[""roles/lead_bid_manager.md"", ""roles/principal_delivery_manager.md"", ""roles/lead_delivery_manager.md"", ""roles/sfia (legacy)/lead_user_researcher.md"", ""guides/process/scheduling/hiring_contractors.md""]",rerank_hybrid_0.8
"Do I need to check in with a supervisor regularly, or is my daily workflow meant to be fully independent?",roles/lead_content_designer.md,0,,benefits/flexible_working.md,"[""benefits/flexible_working.md"", ""guides/line-management/121s.md"", ""benefits/work_ready.md"", ""guides/buddy_guidance.md"", ""guides/onboarding.md""]",rerank_hybrid_0.8
Where can I find the specific salary band or pay information for this grade 11 role?,roles/lead_content_designer.md,0,,roles/lead_designer.md,"[""roles/lead_designer.md"", ""roles/README.md"", ""roles/delivery_support_analyst.md"", ""roles/sfia (legacy)/principal_technologist.md"", ""roles/sfia (legacy)/junior_delivery_manager.md""]",rerank_hybrid_0.8
"Do I need to be hands-on with coding, or is it mostly just architecture and management?",roles/lead_data_engineer.md,0,,roles/lead_software_engineer.md,"[""roles/lead_software_engineer.md"", ""guides/mentorship/mentors/README.md"", ""roles/senior_data_analyst.md"", ""roles/mid_data_engineer.md"", ""roles/mid_software_engineer.md""]",rerank_hybrid_0.8
Will I have to help out with the sales process and pitching to new clients?,roles/lead_data_engineer.md,0,,roles/sfia (legacy)/lead_user_researcher.md,"[""roles/sfia (legacy)/lead_user_researcher.md"", ""guides/welfare/ethical_boundaries.md"", ""roles/practice_head_business_analysis_change.md"", ""roles/principal_delivery_manager.md"", ""roles/delivery_director.md""]",rerank_hybrid_0.8
Is it okay to apply even if I'm missing a few of the listed skills?,roles/lead_data_engineer.md,0,,guides/line-management/promotions.md,"[""guides/line-management/promotions.md"", ""guides/mentorship/mentors/README.md"", ""guides/onboarding.md"", ""guides/security/security_clearance_guidance.md"", ""roles/README.md""]",rerank_hybrid_0.8
How often am I expected to go into an office or travel to see clients?,roles/lead_data_engineer.md,0,,benefits/flexible_working.md,"[""benefits/flexible_working.md"", ""benefits/hybrid_working.md"", ""guides/line-management/121s.md"", ""guides/chalet_time_policy.md"", ""roles/mid_user_researcher.md""]",rerank_hybrid_0.8
Am I expected to handle line management responsibilities for other team members?,roles/lead_data_engineer.md,0,,guides/line-management/annual_reviews.md,"[""guides/line-management/annual_reviews.md"", ""guides/line-management/README.md"", ""guides/line-management/performance.md"", ""guides/welfare/raising_an_issue.md"", ""guides/line-management/promotions.md""]",rerank_hybrid_0.8
What specific KPIs are used to measure my performance as a Lead Delivery Manager?,roles/lead_delivery_manager.md,1,1.0,roles/lead_delivery_manager.md,"[""roles/lead_delivery_manager.md"", ""roles/head_of_delivery_management.md"", ""roles/mid_delivery_manager.md"", ""roles/head_of_service_line.md"", ""roles/associate_delivery_manager.md""]",rerank_hybrid_0.8
How much should I be involved in the sales and bid process for the company?,roles/lead_delivery_manager.md,0,,roles/lead_bid_manager.md,"[""roles/lead_bid_manager.md"", ""roles/delivery_director.md"", ""roles/sfia (legacy)/delivery_support_analyst.md"", ""benefits/work_ready.md"", ""guides/process/scheduling/hiring_contractors.md""]",rerank_hybrid_0.8
What are my main responsibilities regarding line management for other delivery managers?,roles/lead_delivery_manager.md,0,,roles/mid_delivery_manager.md,"[""roles/mid_delivery_manager.md"", ""roles/head_of_delivery_management.md"", ""roles/principal_delivery_manager.md"", ""guides/line-management/annual_reviews.md"", ""guides/line-management/README.md""]",rerank_hybrid_0.8
Do I have to use agile for every project or is there flexibility to use other methodologies?,roles/lead_delivery_manager.md,0,,roles/senior_delivery_manager.md,"[""roles/senior_delivery_manager.md"", ""team-norms/delivery_standards.md"", ""roles/mid_delivery_manager.md"", ""team-norms/README.md"", ""roles/associate_software_engineer.md""]",rerank_hybrid_0.8
How often am I expected to report on project quality and risk to the Heads of Delivery?,roles/lead_delivery_manager.md,0,,roles/head_of_delivery_management.md,"[""roles/head_of_delivery_management.md"", ""team-norms/development_practices.md"", ""guides/line-management/121s.md"", ""roles/principal_delivery_manager.md"", ""team-norms/delivery_healthcheck.md""]",rerank_hybrid_0.8
Where should I look to find out how much a Lead Designer role pays?,roles/lead_designer.md,1,1.0,roles/lead_designer.md,"[""roles/lead_designer.md"", ""roles/sfia (legacy)/lead_designer.md"", ""roles/lead_content_designer.md"", ""roles/sfia (legacy)/lead_content_designer.md"", ""roles/README.md""]",rerank_hybrid_0.8
"If I get hired as a new Lead Designer, where in the salary range will my offer likely fall?",roles/lead_designer.md,1,1.0,roles/lead_designer.md,"[""roles/lead_designer.md"", ""roles/lead_content_designer.md"", ""guides/compensation/salary_pay_slips.md"", ""roles/sfia (legacy)/lead_designer.md"", ""roles/lead_user_researcher.md""]",rerank_hybrid_0.8
"Do I have to be based in one of the physical offices, or can I work from home?",roles/lead_designer.md,0,,benefits/work_ready.md,"[""benefits/work_ready.md"", ""benefits/hybrid_working.md"", ""guides/onboarding.md"", ""guides/security/office_visitors.md"", ""guides/office/officehandbook.md""]",rerank_hybrid_0.8
What kind of responsibilities will I have regarding managing other designers?,roles/lead_designer.md,0,,roles/sfia (legacy)/associate_designer.md,"[""roles/sfia (legacy)/associate_designer.md"", ""roles/sfia (legacy)/senior_designer.md"", ""roles/sfia (legacy)/lead_designer.md"", ""roles/senior_designer.md"", ""roles/sfia (legacy)/designer.md""]",rerank_hybrid_0.8
Where can I find more info on the specific benefits and perks available to me?,roles/lead_designer.md,0,,benefits/Unum_Help_at_hand.md,"[""benefits/Unum_Help_at_hand.md"", ""guides/compensation/expenses.md"", ""benefits/help_to_buy_tech.md"", ""guides/welfare/paid_counselling.md"", ""benefits/pension_scheme.md""]",rerank_hybrid_0.8
Who does the Lead Product Manager officially report to?,roles/lead_product_manager.md,1,1.0,roles/lead_product_manager.md,"[""roles/lead_product_manager.md"", ""roles/senior_product_manager.md"", ""roles/lead_bid_manager.md"", ""roles/principal_product_manager.md"", ""roles/lead_business_analyst.md""]",rerank_hybrid_0.8
Am I expected to juggle multiple client projects at the same time in this role?,roles/lead_product_manager.md,0,,roles/delivery_director.md,"[""roles/delivery_director.md"", ""roles/lead_delivery_manager.md"", ""roles/sfia (legacy)/lead_user_researcher.md"", ""roles/senior_delivery_manager.md"", ""roles/principal_delivery_manager.md""]",rerank_hybrid_0.8
What kind of involvement will I have in growing the product team and hiring new people?,roles/lead_product_manager.md,1,2.0,roles/senior_product_manager.md,"[""roles/senior_product_manager.md"", ""roles/lead_product_manager.md"", ""roles/lead_bid_manager.md"", ""roles/principal_product_manager.md"", ""guides/buddy_guidance.md""]",rerank_hybrid_0.8
How often do I need to be in the office or on-site with clients given the hybrid setup?,roles/lead_product_manager.md,0,,benefits/hybrid_working.md,"[""benefits/hybrid_working.md"", ""roles/senior_user_researcher.md"", ""roles/mid_content_designer.md"", ""benefits/flexible_working.md"", ""benefits/work_ready.md""]",rerank_hybrid_0.8
Where should I look if I want to find the specific salary range for this position?,roles/lead_product_manager.md,0,,roles/delivery_support_analyst.md,"[""roles/delivery_support_analyst.md"", ""roles/lead_designer.md"", ""roles/README.md"", ""guides/line-management/annual_reviews.md"", ""guides/exit_interviews.md""]",rerank_hybrid_0.8
Do I need to have all the listed technical skills before I apply for this position?,roles/lead_security_engineer.md,0,,guides/security/security_clearance_guidance.md,"[""guides/security/security_clearance_guidance.md"", ""benefits/work_ready.md"", ""guides/line-management/promotions.md"", ""roles/README.md"", ""guides/mentorship/mentors/README.md""]",rerank_hybrid_0.8
"Will I be expected to travel to offices or client sites often, or is it mostly remote work?",roles/lead_security_engineer.md,0,,roles/mid_user_researcher.md,"[""roles/mid_user_researcher.md"", ""roles/lead_user_researcher.md"", ""roles/senior_user_researcher.md"", ""roles/lead_designer.md"", ""roles/mid_designer.md""]",rerank_hybrid_0.8
"Does the company provide specific salary bands for this role, or is it negotiable?",roles/lead_security_engineer.md,0,,roles/delivery_support_analyst.md,"[""roles/delivery_support_analyst.md"", ""roles/sfia (legacy)/delivery_support_analyst.md"", ""roles/lead_designer.md"", ""roles/associate_designer.md"", ""guides/equality-diversity-and-inclusion/policy.md""]",rerank_hybrid_0.8
Is having a formal cyber security certification like CISSP or CISM a mandatory requirement?,roles/lead_security_engineer.md,0,,guides/security/device_profiles.md,"[""guides/security/device_profiles.md"", ""guides/it/laptop_security.md"", ""guides/it/linux_av.md"", ""roles/principal_security_engineer.md"", ""guides/security/security_clearance_guidance.md""]",rerank_hybrid_0.8
How much emphasis is placed on mentoring or coaching other team members in this specific role?,roles/lead_security_engineer.md,0,,guides/learning/README.md,"[""guides/learning/README.md"", ""guides/process/mentoring/supporting_and_mentoring_other_engineers.md"", ""guides/mentorship/README.md"", ""roles/lead_designer.md"", ""roles/practice_head_application_platform_support.md""]",rerank_hybrid_0.8
"Do I need to be a coding expert, or is this more of a management position?",roles/lead_software_engineer.md,1,3.0,guides/mentorship/mentors/README.md,"[""guides/mentorship/mentors/README.md"", ""roles/associate_delivery_manager.md"", ""roles/lead_software_engineer.md"", ""roles/senior_application_support_engineer.md"", ""roles/senior_software_engineer.md""]",rerank_hybrid_0.8
"Will I be stuck using one specific tech stack, or is there room to learn new languages?",roles/lead_software_engineer.md,0,,benefits/work_ready.md,"[""benefits/work_ready.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""roles/associate_software_engineer.md"", ""guides/ai/start_here.md"", ""guides/learning/README.md""]",rerank_hybrid_0.8
"How does the team handle infrastructure, and will I be responsible for managing deployments?",roles/lead_software_engineer.md,0,,roles/mid_delivery_manager.md,"[""roles/mid_delivery_manager.md"", ""roles/senior_delivery_manager.md"", ""roles/associate_software_engineer.md"", ""roles/associate_delivery_manager.md"", ""roles/head_of_delivery_management.md""]",rerank_hybrid_0.8
"Am I expected to be in the office every day, or is remote work the standard?",roles/lead_software_engineer.md,0,,benefits/hybrid_working.md,"[""benefits/hybrid_working.md"", ""roles/mid_user_researcher.md"", ""benefits/work_ready.md"", ""roles/lead_designer.md"", ""roles/mid_designer.md""]",rerank_hybrid_0.8
What kind of mentoring or public speaking experience are you looking for in this role?,roles/lead_software_engineer.md,0,,guides/process/mentoring/supporting_and_mentoring_other_engineers.md,"[""guides/process/mentoring/supporting_and_mentoring_other_engineers.md"", ""guides/mentorship/mentors/README.md"", ""guides/mentorship/README.md"", ""guides/learning/README.md"", ""roles/lead_designer.md""]",rerank_hybrid_0.8
How often do I need to be in the office if the role is mainly remote?,roles/lead_user_researcher.md,1,3.0,roles/lead_designer.md,"[""roles/lead_designer.md"", ""roles/senior_designer.md"", ""roles/lead_user_researcher.md"", ""benefits/flexible_working.md"", ""guides/line-management/121s.md""]",rerank_hybrid_0.8
Does the Lead User Researcher role involve actual line management duties?,roles/lead_user_researcher.md,1,4.0,roles/sfia (legacy)/lead_user_researcher.md,"[""roles/sfia (legacy)/lead_user_researcher.md"", ""roles/senior_user_researcher.md"", ""roles/sfia (legacy)/senior_user_researcher.md"", ""roles/lead_user_researcher.md"", ""roles/sfia (legacy)/user_researcher.md""]",rerank_hybrid_0.8
Where can I find the specific salary range for this position?,roles/lead_user_researcher.md,0,,roles/delivery_support_analyst.md,"[""roles/delivery_support_analyst.md"", ""roles/lead_designer.md"", ""roles/README.md"", ""roles/sfia (legacy)/delivery_support_analyst.md"", ""roles/senior_user_researcher.md""]",rerank_hybrid_0.8
Will I be expected to work with clients on sales bids?,roles/lead_user_researcher.md,0,,guides/welfare/ethical_boundaries.md,"[""guides/welfare/ethical_boundaries.md"", ""roles/lead_bid_manager.md"", ""roles/principal_product_manager.md"", ""roles/senior_product_manager.md"", ""roles/principal_data_engineer.md""]",rerank_hybrid_0.8
What kind of oversight or review should I expect on my daily work?,roles/lead_user_researcher.md,0,,guides/line-management/annual_reviews.md,"[""guides/line-management/annual_reviews.md"", ""guides/line-management/121s.md"", ""guides/welfare/expectations.md"", ""guides/process/people/capability_procedure.md"", ""guides/compensation/salary_reviews.md""]",rerank_hybrid_0.8
What kind of ITSM software tools do I actually need to be familiar with for this job?,roles/mid_application_support_engineer.md,0,,guides/it/software_licenses.md,"[""guides/it/software_licenses.md"", ""roles/associate_software_engineer.md"", ""roles/senior_software_engineer.md"", ""roles/lead_software_engineer.md"", ""roles/mid_software_engineer.md""]",rerank_hybrid_0.8
"Will I be expected to work outside of normal business hours, and how are those rotations handled?",roles/mid_application_support_engineer.md,0,,benefits/flexible_working.md,"[""benefits/flexible_working.md"", ""guides/welfare/expectations.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/line-management/121s.md"", ""guides/process/scheduling/how_scheduling_works.md""]",rerank_hybrid_0.8
Does this role require me to be an expert in every single listed competency right from my first day?,roles/mid_application_support_engineer.md,0,,roles/sfia (legacy)/senior_user_researcher.md,"[""roles/sfia (legacy)/senior_user_researcher.md"", ""roles/sfia (legacy)/junior_delivery_manager.md"", ""roles/sfia (legacy)/lead_designer.md"", ""roles/sfia (legacy)/lead_content_designer.md"", ""roles/sfia (legacy)/associate_software_engineer.md""]",rerank_hybrid_0.8
How does the company handle the transition of live services from previous suppliers?,roles/mid_application_support_engineer.md,1,1.0,roles/mid_application_support_engineer.md,"[""roles/mid_application_support_engineer.md"", ""roles/head_of_managed_services.md"", ""roles/senior_application_support_engineer.md"", ""roles/practice_head_application_platform_support.md"", ""team-norms/delivery_healthcheck.md""]",rerank_hybrid_0.8
What is the expected split between working in the office versus working from home?,roles/mid_application_support_engineer.md,0,,benefits/hybrid_working.md,"[""benefits/hybrid_working.md"", ""benefits/work_ready.md"", ""guides/onboarding.md"", ""guides/welfare/expectations.md"", ""guides/welfare/expectation_health_check.md""]",rerank_hybrid_0.8
Am I expected to run big projects on my own or just help out with the massive ones?,roles/mid_business_analyst.md,1,1.0,roles/mid_business_analyst.md,"[""roles/mid_business_analyst.md"", ""roles/lead_delivery_manager.md"", ""guides/ai/start_here.md"", ""roles/sfia (legacy)/senior_user_researcher.md"", ""team-norms/principles.md""]",rerank_hybrid_0.8
Do I need to be in the office every day or is it mostly remote work?,roles/mid_business_analyst.md,0,,roles/mid_user_researcher.md,"[""roles/mid_user_researcher.md"", ""roles/lead_user_researcher.md"", ""benefits/work_ready.md"", ""roles/mid_designer.md"", ""benefits/hybrid_working.md""]",rerank_hybrid_0.8
How does the company measure if I am actually doing a good job in this role?,roles/mid_business_analyst.md,0,,guides/welfare/expectations.md,"[""guides/welfare/expectations.md"", ""guides/line-management/performance.md"", ""guides/line-management/promotions.md"", ""roles/delivery_support_analyst.md"", ""roles/associate_delivery_manager.md""]",rerank_hybrid_0.8
What should I do if I need some help or want to share new ideas with the team?,roles/mid_business_analyst.md,0,,guides/buddy_guidance.md,"[""guides/buddy_guidance.md"", ""guides/security/document_sharing.md"", ""guides/learning/README.md"", ""team-norms/development_practices.md"", ""benefits/hybrid_working.md""]",rerank_hybrid_0.8
Where can I find the salary info for this position since it isn't listed here?,roles/mid_business_analyst.md,0,,roles/README.md,"[""roles/README.md"", ""roles/senior_user_researcher.md"", ""roles/delivery_support_analyst.md"", ""roles/lead_designer.md"", ""roles/sfia (legacy)/delivery_support_analyst.md""]",rerank_hybrid_0.8
